,Hymn Number,Hymn Title,Hymn Text
632,393,,
633,394," Creating God, your fingers trace"," Creating God, your fingers trace
the bold designs of farthest space;
let sun and moon and stars and light
and what lies hidden praise your might. Sustaining God, your hands uphold
earth's mysteries known or yet untold;
let water's fragile blend with air,
enabling life, proclaim your care. Redeeming God, your arms embrace
all now despised for creed or race;
let peace, descending like a dove,
make known on earth your healing love. Indwelling God, your gospel claims
one family with a billion names;
let every life be touched by grace
until we praise you face to face."
634,394,,
635,395," Creating God, your fingers trace"," Creating God, your fingers trace
the bold designs of farthest space;
let sun and moon and stars and light
and what lies hidden praise your might. Sustaining God, your hands uphold
earth's mysteries known or yet untold;
let water's fragile blend with air,
enabling life, proclaim your care. Redeeming God, your arms embrace
all those oppressed for creed or race;
let peace, descending like a dove,
make known on earth your healing love. Indwelling God, your gospel claims
one family with a billion names;
let every life be touched by grace
until we praise you face to face."
636,395,,
637,396, Now thank we all our God," Now thank we all our God,
with heart, and hands, and voices,
who wondrous things hath done,
in whom his world rejoices;
who from our mother's arms
hath blessed us on our way
with countless gifts of love,
and still is ours today. O may this bounteous God
through all our life be near us!
with ever-joyful hearts
and blessed peace to cheer us;
to keep us in his grace,
and guide us when perplexed,
and free us from all ills
in this world and the next. All praise and thanks to God
the Father now be given,
the Son, and him who reigns
with them in highest heaven,
eternal, Triune God,
whom earth and heaven adore;
for thus it was, is now,
and shall be, evermore."
638,396,,
639,397, Now thank we all our God," Now thank we all our God,
with heart, and hands, and voices,
who wondrous things hath done,
in whom his world rejoices;
who from our mother's arms
hath blessed us on our way
with countless gifts of love,
and still is ours today. O may this bounteous God
through all our life be near us!
with ever-joyful hearts
and blessed peace to cheer us;
and keep us in his grace,
and guide us when perplexed,
and free us from all ills
in this world and the next. All praise and thanks to God
the Father now be given,
the Son, and him who reigns
with them in highest heaven,
eternal, Triune God,
whom earth and heaven adore;
for thus it was, is now,
and shall be, evermore."
640,397,,
641,398, I sing the almighty power of God," I sing the almighty power of God,
that made the mountains rise,
that spread the flowing seas abroad
and built the lofty skies.
I sing the wisdom that ordained
the sun to rule the day;
the moon shines full at his command,
and all the stars obey. I sing the goodness of the Lord,
that filled the earth with food;
he formed the creatures with his Word,
and then pronounced them good.
Lord, how thy wonders are displayed,
where’er I turn my eye,
if I survey the ground I tread,
or gaze upon the sky! There’s not a plant or flower below,
but makes thy glories known;
and clouds arise, and tempests blow,
by order from thy throne;
while all that borrows life from thee
is ever in thy care,
and everywhere that I could be,
thou, God, art present there."
642,398,,
643,399, To God with gladness sing,
644,400, All creatures of our God and King," All creatures of our God and King,
lift up your voices, let us sing:
Alleluia, alleluia!
Bright burning sun with golden beams,
pale silver moon that gently gleams,efrain:
O praise him, O praise him,
Alleluia, alleluia, alleluia! Great rushing winds and breezes soft,
you clouds that ride the heavens aloft,
O praise him, Alleluia!
Fair rising morn, with praise rejoice,
stars nightly shining, find a voice: [Refrain] Swift flowing water, pure and clear,
make music for your Lord to hear,
Alleluia, alleluia!
Fire, so intense and fiercely bright,
you give to us both warmth and light, [Refrain] Dear mother earth, you day by day
unfold your blessings on our way,
O praise him, Alleluia!
All flowers and fruits that in you grow,
let them his glory also show: [Refrain] All you with mercy in your heart,
forgiving others, take your part,
O sing now: Alleluia!
All you that pain and sorrow bear,
praise God, and cast on him your care: [Refrain] And even you, most gentle death,
waiting to hush our final breath,
O praise him, Alleluia!
You lead back home the child of God,
for Christ our Lord that way has trod: [Refrain] Let all things their creator bless,
and worship him in humbleness,
O praise him, Alleluia!
Praise God the Father, praise the Son,
and praise the Spirit, Three in One: [Refrain]"
645,400,,
646,401, The God of Abraham praise," The God of Abraham praise,
who reigns enthroned above;
Ancient of everlasting days,
and God of love;
the Lord, the great I AM,
by earth and heaven confessed:
we bow and bless the sacred Name
for ever blest. He by himself hath sworn:
we on his oath depend;
we shall, on eagles-wings upborne,
to heaven ascend:
we shall behold his face,
we shall his power adore,
and sing the wonders of his grace
for evermore. There dwells the Lord, our King,
the Lord, our Righteousness,
triumphant o'er the world and sin,
the Prince of Peace;
on Zion's sacred height
his kingdom he maintains,
and, glorious with his saints in light,
for ever reigns. The God who reigns on high
the great archangels sing,
and “Holy, holy, holy,” cry,
“Almighty King!
Who was, and is, the same,
and evermore shall be:
eternal Father, great I AM,
we worship thee.” The whole triumphant host
give thanks to God on high;
“Hail, Father, Son, and Holy Ghost”
they ever cry;
hail, Abraham’s Lord divine!
With heaven our songs we raise;
all might and majesty are thine,
and endless praise."
647,401,,
648,402, The heavens are not too high,"ntiphon:
Let all the world in every corner sing, my God and King! The heavens are not too high,
his praise may thither fly;
the earth is not too low,
his praises there may grow. [Antiphon] The Church with psalms must shout,
no door can keep them out;
but, above all, the heart
must bear the longest part. [Antiphon]"
649,402,,
650,403, The heavens are not too high,"efrain:
Let all the world in every corner sing, my God and King!
Let all the world in every corner sing, my God and King! The heavens are not too high,
his praise may thither fly;
the earth is not too low,
his praises there may grow.
Let all the world in every corner sing, my God and King! [Refrain] The Church with psalms must shout,
no door can keep them out;
but, above all, the heart
must bear the longest part.
Let all the world in every corner sing, my God and King!men."
651,403,,
652,404," We will extol you, ever-blessed Lord",
653,405, Each little flower that opens,"efrain:
All things bright and beautiful,
all creatures great and small,
all things wise and wonderful,
the Lord God made them all. Each little flower that opens,
each little bird that sings,
he made their glowing colors,
he made their tiny wings. [Refrain] The purple-headed mountain,
the river running by,
the sunset, and the morning
that brightens up the sky. [Refrain] The cold wind in the winter,
the pleasant summer sun,
the ripe fruits in the garden,
he made them every one. [Refrain] He gave us eyes to see them,
and lips that we might tell
how great is God Almighty,
who has made all things well. [Refrain]"
654,405,,
655,406," Most High, omnipotent, good Lord"," Most High, omnipotent, good Lord,
to thee be ceaseless praise outpoured,
and blessing without measure.
From thee alone all creatures came;
no one is worthy thee to name. My Lord be praised by brother sun
who through the skies his course doth run,
and shines in brilliant splendor:
with brightness he doth fill the day,
and signifies thy boundless sway. My Lord be praised by sister moon
and all the stars, that with her soon
will point the glittering heavens.
Let wind and air and cloud and calm
and weathers all, repeat the psalm. By sister water be thou blessed,
most humble, useful, precious, chaste;
be praised by brother fire;
jocund is he, robust and bright,
and strong to lighten all the night. By mother earth my Lord be praised;
governed by thee she hath upraised
what for our life is needful.
Sustained by thee, through every hour,
she bringeth forth fruit, herb, and flower. My Lord be praised by those who prove
in free forgivingness their love,
nor shrink from tribulation.
Happy, who peaceably endure;
with thee, Lord, their reward is sure. For death our sister, praised be,
from whom no one alive can free.
Woe to the unprepared!
But blest be they who do thy will
and follow thy commandments still. Most High, omnipotent, good Lord,
to thee be ceaseless praise outpoured,
and blessing without measure.
Let creatures all give thanks to thee,
and serve in great humility."
656,406,,
657,407," Most High, omnipotent, good Lord"," Most High, omnipotent, good Lord,
to thee be ceaseless praise outpoured,
and blessing without measure.
From thee alone all creatures came;
no one is worthy thee to name. My Lord be praised by brother sun
who through the skies his course doth run,
and shines in brilliant splendor:
with brightness he doth fill the day,
and signifies thy boundless sway. My Lord be praised by sister moon
and all the stars, that with her soon
will point the glittering heavens.
Let wind and air and cloud and calm
and weathers all, repeat the psalm. By sister water be thou blessed,
most humble, useful, precious, chaste;
be praised by brother fire;
jocund is he, robust and bright,
and strong to lighten all the night. By mother earth my Lord be praised;
governed by thee she hath upraised
what for our life is needful.
Sustained by thee, through every hour,
she bringeth forth fruit, herb, and flower. My Lord be praised by those who prove
in free forgivingness their love,
nor shrink from tribulation.
Happy, who peaceably endure;
with thee, Lord, their reward is sure. For death our sister, praised be,
from whom no one alive can free.
Woe to the unprepared!
But blest be they who do thy will
and follow thy commandments still. Most High, omnipotent, good Lord,
to thee be ceaseless praise outpoured,
and blessing without measure.
Let creatures all give thanks to thee,
and serve in great humility."
658,407,,
659,408, Sing praise to God who reigns above," Sing praise to God who reigns above,
the God of all creation,
the God of power, the God of love,
the God of our salvation;
with healing balm my soul he fills,
and every faithless murmur stills:
to God all praise and glory. What God's almighty power hath made,
his gracious mercy keepeth;
by morning glow or evening shade
his watchful eye ne'er sleepeth.
Within the kingdom of his might,
lo! all is just and all is right:
to God all praise and glory. Let all who name Christ's holy Name
give God all praise and glory;
let all who know his power proclaim
aloud the wondrous story!
Cast each false idol from its throne,
the Lord is God, and he alone:
to God all praise and glory."
660,408,,
661,409, The spacious firmament on high," The spacious firmament on high,
with all the blue ethereal sky,
and spangled heavens, a shining frame,
their great Original proclaim.
The unwearied sun from day to day
does his Creator's power display;
and publishes to every land
the work of an almighty hand. Soon as the evening shades prevail,
the moon takes up the wondrous tale,
and nightly to the listening earth
repeats the story of her birth:
whilst all the stars that round her burn,
and all the planets in their turn,
confirm the tidings, as they roll
and spread the truth from pole to pole. What though in solemn silence all
move round the dark terrestrial ball?
What though no real voice nor sound
amid their radiant orbs be found?
In reason's ear they all rejoice,
and utter forth a glorious voice;
for ever singing as they shine,
""The hand that made us is divine."""
662,409,,
663,410," Praise, my soul, the King of heaven"," Praise, my soul, the King of heaven;
to his feet thy tribute bring;
ransomed, healed, restored, forgiven,
evermore his praises sing:
Alleluia, alleluia!
Praise the everlasting King. Praise him for his grace and favor
to his people in distress;
praise him still the same as ever,
slow to chide, and swift to bless:
Alleluia, alleluia!
Glorious in his faithfulness. Father-like he tends and spares us;
well our feeble frame he knows;
in his hand he gently bears us,
rescues us from all our foes.
Alleluia, alleluia!
Widely yet his mercy flows. Angels, help us to adore him;
ye behold him face to face;
sun and moon, bow down before him,
dwellers all in time and space.
Alleluia, alleluia!
Praise with us the God of grace."
664,410,,
665,411," O bless the Lord, my soul"," O bless the Lord, my soul!
His grace to thee proclaim!
And all that is within me join
to bless his holy Name! O bless the Lord, my soul!
His mercies bear in mind!
Forget not all his benefits!
The Lord to thee is kind. He will not always chide;
he will with patience wait;
his wrath is ever slow to rise
and ready to abate. He pardons all thy sins,
prolongs thy feeble breath;
he healeth thine infirmities
and ransoms thee from death. He clothes thee with his love,
upholds thee with his truth;
and like the eagle he renews
the vigor of thy youth. Then bless his holy Name,
whose grace hath made thee whole,
whose loving-kindness crowns thy days:
O bless the Lord, my soul!"
666,411,,
667,412, Earth and all stars,
668,413, New songs of celebration render,
669,414," God, my King, thy might confessing",
670,415," When all thy mercies, O my God"," When all your mercies, O my God,
my rising soul surveys,
transported with the view, I'm lost
in wonder, love, and praise. O how shall words with equal warmth
the gratitude declare,
that glows within my fervent heart?
But thou canst read it there. Ten thousand thousand precious gifts
my daily thanks employ;
nor is the least a cheerful heart
that tastes those gifts with joy. When nature fails, and day and night
divide thy works no more,
my ever grateful heart, O Lord,
thy mercy shall adore. Through all eternity, to thee
a joyful song I'll raise;
but oh, eternity's too short
to utter all thy praise!"
671,415,,
672,416, For the beauty of the earth," For the beauty of the earth,
for the beauty of the skies,
for the love which from our birth
over and around us lies.efrain:
Christ our God, to thee we raise
this our hymn of grateful praise. For the beauty of each hour
of the day and of the night,
hill and vale, and tree and flower,
sun and moon and stars of light, [Refrain] For the joy of ear and eye,
for the heart and mind's delight,
for the mystic harmony
linking sense to sound and sight, [Refrain] For the joy of human love,
brother, sister, parent, child,
friends on earth, and friends above,
for all gentle thoughts and mild, [Refrain] For the Church which evermore
lifteth holy hands above,
offering up on every shore
thy pure sacrifice of love, [Refrain] For each perfect gift of thine
to the world so freely given,
faith and hope and love divine,
peace on earth and joy in heaven. [Refrain]"
673,416,,
674,417," Worthy is Christ, the Lamb who was slain",
675,418," Worthy is Christ, the Lamb who was slain",
676,419," Lord of all being, throned afar"," Lord of all being, throned afar,
thy glory flames from sun and star;
center and soul of every sphere,
yet to each loving heart how near! Sun of our life, thy quickening ray
sheds on our path the glow of day;
star of our hope, thy softened light
cheers the long watches of the night. Lord of all life, below, above,
whose light is truth, whose warmth is love,
before thy ever-blazing throne
we ask no luster of our own. Grant us thy truth to make us free,
and kindling hearts that burn for thee,
till all thy living altars claim
one holy light, one heavenly flame."
677,419,,
678,420, When in our music God is glorified," When in our music God is glorified,
and adoration leaves no room for pride,
it is as though the whole creation cried
Alleluia! How often, making music, we have found
a new dimension in the world of sound,
as worship moved us to a more profound
Alleluia! So has the Church, in liturgy and song,
in faith and love, through centuries of wrong,
borne witness to the truth in every tongue,
Alleluia! And did not Jesus sing a psalm that night
when utmost evil strove against the Light?
Then let us sing, for whom he won the fight,
Alleluia! Let every instrument be tuned for praise!
Let all rejoice who have a voice to raise!
And may God give us faith to sing always
Alleluia!men."
679,420,,
680,421, All glory be to God on high,
681,422," Not far beyond the sea, nor high",
682,423," Immortal, invisible, God only wise"," Immortal, invisible, God only wise,
in light inaccessible hid from our eyes,
most blessed, most glorious, the Ancient of Days,
almighty, victorious, thy great Name we praise. Unresting, unhasting, and silent as light,
nor wanting, nor wasting, thou rulest in might;
thy justice like mountains high soaring above
thy clouds, which are fountains of goodness and love. To all life thou givest, to both great and small;
in all life thou livest, the true life of all;
we blossom and flourish, like leaves on the tree,
then wither and perish; but nought changeth thee. Thou reignest in glory, thou rulest in light,
thine angels adore thee, all veiling their sight;
all laud we would render: O help us to see
'tis only the splendor of light hideth thee."
683,423,,
684,424, For the fruit of all creation," For the fruit of all creation,
thanks be to God.
For his gifts to every nation,
thanks be to God.
For the plowing, sowing, reaping,
silent growth while we are sleeping,
future needs in earth's safekeeping,
thanks be to God. In the just reward of labor,
God's will be done.
In the help we give our neighbor,
God's will be done.
In our world-wide task of caring
for the hungry and despairing,
in the harvests we are sharing,
God's will be done. For the harvests of the Spirit,
thanks be to God.
For the good we all inherit,
thanks be to God.
For the wonders that astound us,
for the truths that still confound us,
most of all that love has found us,
thanks be to God."
685,424,,
686,425, Sing now with joy unto the Lord," Sing now with joy unto the Lord,
for he has triumphed gloriously!
The horse, the rider, and the sword
he cast into the raging sea. God is our strength, he is our song,
he saved us from our enemy.
All praise and thanks to him belong
who came to set his people free. He only is the mighty Lord.
He only can destroy the foe.
He only is to be adored
for he alone can strength bestow."
687,425,,
688,426, Songs of praise the angels sang," Songs of praise the angels sang,
heaven with hallelujahs rang,
when creation was begun,
when God spoke and it was done. Songs of praise awoke the morn
when the Prince of Peace was born:
songs of praise arose when he
captive led captivity. Heaven and earth must pass away,
songs of praise shall crown that day;
God will make new heavens and earth;
songs of praise shall hail their birth. And shall Christians fail to sing
till on earth Christ come as King?
No; the Church delights to raise
psalms and hymns and songs of praise. Saints below, with heart and voice,
still in songs of praise rejoice,
learning here, by faith and love,
songs of praise to sing above. Borne upon their latest breath,
songs of praise shall conquer death;
then, amidst eternal joy,
songs of praise their powers employ."
689,426,,
690,427, When morning gilds the skies," When morning gilds the skies,
my heart, awaking, cries,
may Jesus Christ be praised!
When evening shadows fall,
this rings my curfew call,
may Jesus Christ be praised! When mirth for music longs,
this is my song of songs:
may Jesus Christ be praised!
God's holy house of prayer
hath none that can compare
with: Jesus Christ be praised! No lovelier antiphon
in all high heaven is known
than, Jesus Christ be praised!
There to the eternal Word
the eternal psalm is heard:
may Jesus Christ be praised! Ye nations of mankind,
in this your concord find:
may Jesus Christ be praised!
Let all the earth around
ring joyous with the sound:
may Jesus Christ be praised! Sing, suns and stars of space,
sing, ye that see his face,
sing, Jesus Christ be praised!
God's whole creation o'er,
both now and evermore
shall Jesus Christ be praised!"
691,427,,
692,428, O all ye works of God,
693,429, I'll praise my Maker while I've breath," I’ll praise my Maker while I’ve breath;
and when my voice is lost in death,
praise shall employ my nobler powers.
My days of praise shall ne’er be past
while life and thought and being last,
or immortality endures. How happy they whose hopes rely
on Israel's God, who made the sky
and earth and seas with all their train;
whose truth for ever stands secure,
who saves the oppressed, and feeds the poor.
And none shall find his promise vain. The Lord pours eyesight on the blind;
the Lord supports the fainting mind
and sends the laboring conscience peace.
He helps the stranger in distress,
the widowed and the fatherless,
and grants the prisoner sweet release. I’ll praise him while he lends me breath;
and when my voice is lost in death,
praise shall employ my nobler powers.
My days of praise shall ne'er be past
while life and thought and being last,
or immortality endures."
694,429,,
695,430," Come, o come, our voices raise"," Come, O come, our voices raise,
sounding God Almighty's praise;
hither bring in one consent
heart, and voice, and instrument.
Alleluia! Sound the trumpet, touch the lute,
let no tongue nor string be mute,
nor a voiceless creature found,
that hath neither note nor sound.
Alleluia! Come ye all before his face,
in this chorus take your place;
and amid the mortal throng,
be you masters of the song.
Alleluia! Let, in praise of God, the sound
run a never-ending round,
that our songs of praise may be
everlasting, as is he.
Alleluia! So this huge wide orb we see
shall one choir, one temple be;
where in such a praiseful tone
we will sing what he hath done.
Alleluia! Thus our song shall overclimb
all the bounds of space and time;
come, then, come, our voices raise,
sounding God Almighty's praise.
Alleluia!"
696,430,,
697,431, The stars declare his glory," The stars declare his glory;
the vault of heaven springs
mute witness of the Master's hand
in all created things,
and through the silences of space
their soundless music sings. The dawn returns in splendor,
the heavens burn and blaze,
the rising sun renews the race
that measures all our days,
and writes in fire across the skies
God's majesty and praise. So shine the Lord's commandments
to make the simple wise;
more sweet than honey to the taste,
more rich than any prize,
a law of love within our hearts,
a light before our eyes. So order too this life of mine,
direct it all my days;
the meditations of my heart
be innocence and praise,
my rock, and my redeeming Lord,
in all my words and ways."
698,431,,
699,432, O praise ye the Lord! Praise him in the height," O praise ye the Lord! Praise him in the height;
rejoice in his word, ye angels of light;
ye heavens, adore him by whom ye were made,
and worship before him, in brightness arrayed. O praise ye the Lord! Praise him upon earth,
in tuneful accord, all ye of new birth;
praise him who hath brought you his grace from above,
praise him who hath taught you to sing of his love. O praise ye the Lord! All things that give sound;
each jubilant chord reecho around;
loud organs, his glory forth tell in deep tone,
and sweet harp, the story of what he hath done. O praise ye the Lord! Thanksgiving and song
to him be outpoured all ages along!
For love in creation, for heaven restored,
for grace of salvation, O praise ye the Lord!"
700,432,,
701,433, We gather together to ask the Lord's blessing," We gather together to ask the Lord’s blessing;
he chastens and hastens his will to make known;
the wicked oppressing now cease from distressing:
sing praises to his Name; he forgets not his own. Beside us to guide us, our God with us joining,
ordaining, maintaining his kingdom divine;
so from the beginning the fight we were winning;
thou, Lord, wast at our side: all glory be thine! We all do extol thee, thou leader triumphant,
and pray that thou still our defender wilt be.
Let thy congregation escape tribulation:
thy Name be ever praised! O Lord, make us free!"
702,433,,
703,434, Nature with open volume stands," Nature with open volume stands
to spread her Maker's praise abroad
and every labor of his hands
shows something worthy of a God. But in the grace that rescued man
his brightest form of glory shines;
here, on the cross, 'tis fairest drawn
in precious blood and crimson lines. Here his whole Name appears complete;
nor wit can guess, nor reason prove
which of the letters best is writ,
the power, the wisdom, or the love. Oh, the sweet wonders of that cross
where Christ my Savior loved and died!
Her noblest life my spirit draws
from his dear wounds and bleeding side. I would for ever speak his Name
in sounds to mortal ears unknown,
with angels join to praise the Lamb
and worship at his Father's throne!"
704,434,,
705,435, At the Name of Jesus," At the Name of Jesus
every knee shall bow,
every tongue confess him
King of glory now;
'tis the Father's pleasure
we should call him Lord,
who from the beginning
was the mighty Word. Humbled for a season,
to receive a Name
from the lips of sinners,
unto whom he came,
faithfully he bore it
spotless to the last,
brought it back victorious,
when from death he passed; bore it up triumphant,
with its human light,
through all ranks of creatures,
to the central height,
to the throne of Godhead,
to the Father's breast;
filled it with the glory
of that perfect rest. Name him, Christians, name him,
with love strong as death,
name with awe and wonder
and with bated breath;
he is God the Savior,
he is Christ the Lord,
ever to be worshiped,
trusted, and adored. In your hearts enthrone him;
there let him subdue
all that is not holy,
all that is not true;
crown him as your Captain
in temptation's hour;
let his will enfold you
in its light and power. Christians, this Lord Jesus
shall return again,
with his Father's glory,
o'er the earth to reign;
for all wreaths of empire
meet upon his brow,
and our hearts confess him
King of glory now."
706,435,,
707,436," Lift up your heads, ye mighty gates"," Lift up your heads, ye mighty gates;
behold, the King of glory waits!
The King of kings is drawing near;
the Savior of the world is here. O blest the land, the city blest,
where Christ the ruler is confessed!
O happy hearts and happy homes
to whom this King of triumph comes! Fling wide the portals of your heart;
make it a temple, set apart
from earthly use for heaven's employ,
adorned with prayer and love and joy. Redeemer, come! I open wide
my heart to thee: here, Lord, abide!
Let me thy inner presence feel:
thy grace and love in me reveal. So come, my Sovereign; enter in!
Let new and nobler life begin;
thy Holy Spirit guide us on,
until the glorious crown be won."
708,436,,
709,437," Tell out, my soul, the greatness of the Lord!"," Tell out, my soul, the greatness of the Lord!
Unnumbered blessings give my spirit voice;
tender to me the promise of his word;
in God my Savior shall my heart rejoice. Tell out, my soul, the greatness of his Name!
Make known his might, the deeds his arm has done;
his mercy sure, from age to age the same;
his holy Name— the Lord, the Mighty One. Tell out, my soul, the greatness of his might!
Powers and dominions lay their glory by.
Proud hearts and stubborn wills are put to flight,
the hungry fed, the humble lifted high. Tell out, my soul, the glories of his word!
Firm is his promise, and his mercy sure.
Tell out, my soul, the greatness of the Lord
to children's children and for evermore!"
710,437,,
711,438," Tell out, my soul, the greatness of the Lord!"," Tell out, my soul, the greatness of the Lord!
Unnumbered blessings give my spirit voice;
tender to me the promise of his word;
in God my Savior shall my heart rejoice. Tell out, my soul, the greatness of his Name!
Make known his might, the deeds his arm has done;
his mercy sure, from age to age the same;
his holy Name— the Lord, the Mighty One. Tell out, my soul, the greatness of his might!
Powers and dominions lay their glory by.
Proud hearts and stubborn wills are put to flight,
the hungry fed, the humble lifted high. Tell out, my soul, the glories of his word!
Firm is his promise, and his mercy sure.
Tell out, my soul, the greatness of the Lord
to children's children and for evermore!"
712,438,,
713,439," What wondrous love is this, O my soul, O my soul"," What wondrous love is this, O my soul, O my soul!
What wondrous love is this, O my soul!
What wondrous love is this that caused the Lord of bliss
to lay aside his crown for my soul, for my soul,
to lay aside his crown for my soul. To God and to the Lamb I will sing, I will sing,
to God and to the Lamb I will sing.
To God and to the Lamb, who is the great I AM ,
while millions join the theme, I will sing, I will sing,
while millions join the theme I will sing! And when from death I'm free, I'll sing on, I'll sing on,
and when from death I'm free, I'll sing on.
And when from death I'm free I'll sing and joyful be,
and through eternity I'll sing on, I'll sing on,
and through eternity I'll sing on."
714,439,,
715,440," Blessed Jesus, at thy word"," Blessed Jesus, at thy word
we are gathered all to hear thee;
let our hearts and souls be stirred
now to seek and love and fear thee;
by thy teachings pure and holy,
drawn from earth to love thee solely. All our knowledge, sense, and sight
lie in deepest darkness shrouded,
till thy Spirit breaks our night
with the beams of truth unclouded;
thou alone to God canst win us;
thou must work all good within us. Gracious Lord, thyself impart!
Light of Light, from God proceeding,
open thou our ears and heart,
help us by thy Spirit’s pleading.
Hear the cry thy Church upraises;
hear, and bless our prayers and praises."
716,440,,
717,441, In the cross of Christ I glory," In the cross of Christ I glory,
towering o’er the wrecks of time;
All the light of sacred story
gathers round its head sublime. When the woes of life o’ertake me,
hopes deceive, and fears annoy,
never shall the cross forsake me:
lo, it glows with peace and joy. When the sun of bliss is beaming
light and love upon my way,
from the cross the radiance streaming
adds new luster to the day. Bane and blessing, pain and pleasure,
by the cross are sanctified;
peace is there that knows no measure,
joys that through all time abide. In the cross of Christ I glory,
towering o’er the wrecks of time;
all the light of sacred story
gathers round its head sublime."
718,441,,
719,442, In the cross of Christ I glory," In the cross of Christ I glory,
towering o’er the wrecks of time;
All the light of sacred story
gathers round its head sublime. When the woes of life o’ertake me,
hopes deceive, and fears annoy,
never shall the cross forsake me:
lo, it glows with peace and joy. When the sun of bliss is beaming
light and love upon my way,
from the cross the radiance streaming
adds new luster to the day. Bane and blessing, pain and pleasure,
by the cross are sanctified;
peace is there that knows no measure,
joys that through all time abide. In the cross of Christ I glory,
towering o’er the wrecks of time;
all the light of sacred story
gathers round its head sublime."
720,442,,
721,443, From God Christ's deity came forth,
722,444, Blessed be the God of Israel,
723,445, Praise to the Holiest in the height," Praise to the Holiest in the height,
and in the depth be praise;
in all his words most wonderful,
most sure in all his ways! O loving wisdom of our God!
When all was sin and shame,
a second Adam to the fight
and to the rescue came. O wisest love! that flesh and blood,
which did in Adam fail,
should strive afresh against the foe,
should strive, and should prevail; and that the highest gift of grace
should flesh and blood refine:
God's presence and his very self,
and essence all-divine. Praise to the Holiest in the height,
and in the depth be praise;
in all his words most wonderful,
most sure in all his ways!"
724,445,,
725,446, Praise to the Holiest in the height," Praise to the Holiest in the height,
and in the depth be praise;
in all his words most wonderful,
most sure in all his ways! O loving wisdom of our God!
When all was sin and shame,
a second Adam to the fight
and to the rescue came. O wisest love! that flesh and blood,
which did in Adam fail,
should strive afresh against the foe,
should strive, and should prevail: and that the highest gift of grace
should flesh and blood refine;
God's presence and his very self,
and essence all-divine. Praise to the Holiest in the height,
and in the depth be praise;
in all his words most wonderful,
most sure in all his ways!"
726,446,,
727,447, The Christ who died but rose again,
728,448," O love, how deep, how broad, how high"," O love, how deep, how broad, how high,
how passing thought and fantasy,
that God, the Son of God, should take
our mortal form for mortals' sake! For us baptized, for us he bore
his holy fast and hungered sore;
for us temptations sharp he knew;
for us the tempter overthrew. For us he prayed; for us he taught;
for us his daily works he wrought:
by words and signs and actions, thus
still seeking not himself, but us. For us to wicked hands betrayed,
scourged, mocked, in purple robe arrayed,
he bore the shameful cross and death;
for us gave up his dying breath. For us he rose from death again;
for us he went on high to reign;
for us he sent his Spirit here
to guide, to strengthen, and to cheer. All glory to our Lord and God
for love so deep, so high, so broad;
the Trinity whom we adore
for ever and for evermore."
729,448,,
730,449," O love, how deep, how broad, how high"," O love, how deep, how broad, how high,
how passing thought and fantasy,
that God, the Son of God, should take
our mortal form for mortals' sake! For us baptized, for us he bore
his holy fast and hungered sore;
for us temptations sharp he knew;
for us the tempter overthrew. For us he prayed; for us he taught;
for us his daily works he wrought:
by words and signs and actions, thus
still seeking not himself, but us. For us to wicked hands betrayed,
scourged, mocked, in purple robe arrayed,
he bore the shameful cross and death;
for us gave up his dying breath. For us he rose from death again;
for us he went on high to reign;
for us he sent his Spirit here
to guide, to strengthen, and to cheer. All glory to our Lord and God
for love so deep, so high, so broad;
the Trinity whom we adore
for ever and for evermore."
731,449,,
732,450, All hail the power of Jesus' Name," All hail the power of Jesus' Name!
Let angels prostrate fall;
bring forth the royal diadem,
and crown him Lord of all!
bring forth the royal diadem,
and crown him Lord of all! Crown him ye martyrs of our God,
who from his altar call:
praise him whose way of pain ye trod,
and crown him Lord of all!
praise him whose way of pain ye trod,
and crown him Lord of all! Hail him, the Heir of David's line,
whom David Lord did call,
the God incarnate, Man divine,
and crown him Lord of all!
the God incarnate, Man divine,
and crown him Lord of all! Ye heirs of Israel's chosen race,
ye ransomed of the fall,
hail him who saves you by his grace,
and crown him Lord of all!
hail him who saves you by his grace,
and crown him Lord of all! Sinners, whose love can ne'er forget
the wormwood and the gall,
go, spread your trophies at his feet,
and crown him Lord of all!
go, spread your trophies at his feet,
and crown him Lord of all! Let every kindred, every tribe,
on this terrestrial ball,
to him all majesty ascribe,
and crown him Lord of all!
to him all majesty ascribe,
and crown him Lord of all!"
733,450,,
734,451, All hail the power of Jesus' Name," All hail the power of Jesus' Name!
Let angels prostrate fall;
bring forth the royal diadem,efrain:
and crown him, crown him, crown him,
crown him Lord of all! Crown him ye martyrs of our God,
who from his altar call:
praise him whose way of pain ye trod, [Refrain] Hail him, the Heir of David's line,
whom David Lord did call,
the God incarnate, Man divine, [Refrain] Ye heirs of Israel's chosen race,
ye ransomed of the fall,
hail him who saves you by his grace, [Refrain] Sinners, whose love can ne'er forget
the wormwood and the gall,
go, spread your trophies at his feet, [Refrain] Let every kindred, every tribe,
on this terrestrial ball,
to him all majesty ascribe, [Refrain]"
735,451,,
