,Hymn Number,Hymn Title,Hymn Text
380,381," Arise, O Lord Our God, Arise (Psalm 132)"," Arise, O Lord our God, arise
and enter now into your rest;
O let this house be your abode,
forever with your presence blest. Your gracious covenant, Lord, fulfill;
turn not away from us your face;
establish here Messiah’s throne
and let him reign within this place. Your Zion you have chosen, Lord,
and you have said, “I love her well,
this is my constant resting place,
and here will I delight to dwell.”"
381,382,382. Heaven Is Singing for Joy (El cielo canta alegría),
382,383,"383. Dream On, Dream On (꿈을 꾸세 평화의 자녀)",
383,384,384. Soon and Very Soon,
384,385, All People That on Earth Do Dwell (Psalm 100)," All people that on earth do dwell,
sing to the Lord with cheerful voice;
him serve with mirth, his praise forth tell.
Come ye before him and rejoice. Know that the Lord is God indeed;
without our aid he did us make;
we are his folk; he doth us feed,
and for his sheep he doth us take. O enter then his gates with praise;
approach with joy his courts unto;
praise, laud, and bless his name always,
for it is seemly so to do. For why? The Lord our God is good;
his mercy is forever sure;
his truth at all times firmly stood,
and shall from age to age endure."
385,386," Come, Worship God (Psalm 95)"," Come, worship God, who is worthy of honor;
enter God’s presence with thanks and a song!
You are the rock of your people’s salvation
to whom our jubilant praises belong. Ruled by your might are the heights of the mountains;
held in your hands are the depths of the earth.
Yours is the sea, yours the land, for you made them,
God above all gods, who gave us our birth. We are your people, the sheep of your pasture;
you are our Maker, and to you we pray.
Gladly we kneel in obedience before you;
great is the one whom we worship this day! Now let us listen, for you speak among us;
open our hearts to receive what you say.
Peace be to all who remember your goodness,
trust in your word, and rejoice in your way!"
386,387,387. Let Us Come to Worship God (咱 著 敬 拜 主 上 帝),
387,388,388. Come All You People (Uyai mose),
388,389, Come and Sing the Praise of the Lord (Hal’luhu b’zilz’le shama) (Psalm 150),"NGLISH:
Come and sing the praise of the Lord: sing hallelujah!
Come and sing the praise of the Lord: sing hallelujah!
Let all that lives, all that has breath,
sing the praise of God, hallelujah!
Let all that lives, all that has breath,
sing the praise of God.EBREW:
Hal'luhu, hal'luhu b׳zilz׳le shama.
Hal'luhu, hal'luhu b׳zilz׳le t׳ruah.
Kol han׳shamah t׳halel yah,
hal'luyah, hal'luyah.
Kol han׳shamah t׳halel yah,
hal'luyah.ללוהו כּאלאלישמע הללוהו כּאליתרועה
כּל הושמה תהלל יה הללויה"
389,390,"390. Praise, Praise, Praise the Lord! (Louez le Seigneur!)",
390,391,391. This Is the Day (Este es el día) (Psalm 118),
391,392,"392. Jesus, We Are Here (Jesu, tawa pano)",
392,393,393. O Day of Rest and Gladness,
393,394, Christ Is Made the Sure Foundation," Christ is made the sure foundation,
Christ the head and cornerstone,
chosen of the Lord and precious,
binding all the church in one;
holy Zion's help forever,
and our confidence alone. To this temple, where we call you,
come, O Lord of hosts, and stay;
come, with all your loving-kindness;
hear your people as we pray,
and your fullest benediction
shed within these walls today. Here bestow on all your servants
what they seek from you to gain;
what they gain from you, forever
with the blessed to retain;
and hereafter in your glory
evermore with you to reign. Laud and honor to the Father,
laud and honor to the Son,
laud and honor to the Spirit,
ever three and ever one:
one in might and one in glory
while unending ages run!"
394,395," Blessed Jesus, at Your Word"," Blessed Jesus, at your word
we have come again to hear you;
let our thoughts and hearts be stirred
and in glowing faith be near you.
By your gospel true and holy,
teach us, Lord, to love you solely. All our knowledge, sense, and sight
lie in deepest darkness shrouded,
till your Spirit breaks our night,
filling us with light unclouded.
All good thoughts and all good living
come but by your gracious giving. Glorious Lord, yourself impart,
Light of Light, from God proceeding.
Touch our lips and ears and heart;
help us by your Spirit's pleading.
Hear the cry your church now raises;
hear, and bless our prayers and praises."
395,396," Brethren, We Have Met to Worship"," Brethren, we have met to worship
and adore the Lord our God.
Will you pray with all your power
while we try to preach the word?
All is vain unless the Spirit
of the holy One comes down.
Brethren, pray, and holy manna
will be showered all around. Sisters, will you come and help us?
Moses’ sister aided him.
Will you help the trembling mourners
who are struggling hard with sin?
Tell them all about the Savior.
Tell them that he will be found.
Sisters, pray, and holy manna
will be showered all around. Is there here a trembling jailer,
seeking grace and filled with fears?
Is there here a weeping Mary
pouring forth a flood of tears?
Brethren, join your cries to help them;
sisters, let your prayers abound!
Pray, O pray, that holy manna
will be scattered all around. Let us love our God supremely;
let us love each other, too.
Let us love and pray for sinners
till our God makes all things new.
Christ will call us home to heaven;
at his table we’ll sit down.
Christ will gird himself and serve us
with sweet manna all around."
396,397,397. O Look and Wonder (¡Miren qué bueno!) (Psalm 133),
397,398,398. How Very Good and Pleasant (Psalm 133),
398,399,399. God Welcomes All,
399,400,400. I Rejoiced When I Heard Them Say (Psalm 122),
400,401,401. Here in This Place (Gather Us In),
401,402," How Lovely, Lord (Psalm 84)","o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
402,403, Open Now Thy Gates of Beauty," Open now thy gates of beauty,
Zion, let me enter there,
where my soul in joyful duty
waits for God who answers prayer;
O how blessed is this place,
filled with solace, light, and grace. Gracious God, I come before thee;
come thou also unto me;
where we find thee and adore thee,
there a heaven on earth must be;
to my heart O enter thou;
let it be thy temple now. Speak, O Lord, and I will hear thee;
let thy will be done indeed;
may I undisturbed draw near thee,
while thou dost thy people feed.
Here of life the fountain flows;
here is balm for all our woes."
403,404,404. What Is This Place,
404,405,405. Praise God for This Holy Ground,
405,406,406. We Are Standing on Holy Ground (Holy Ground),
406,407," Spirit Divine, Attend Our Prayers"," Spirit divine, attend our prayers,
and make this house your home.
Descend with all your gracious powers.
O come, great Spirit, come! Come as the light. To us reveal
our emptiness and woe.
And lead us in those paths of life
where all the righteous go. Come as the fire and purge our hearts
like sacrificial flame.
Let our whole soul an offering be
to our Redeemer's name. Come as the dove and spread your wings,
the wings of peaceful love.
And let the church on earth become
blest as the church above. Spirit divine, attend our prayers.
Make a lost world your home.
Descend with all your gracious powers.
O come, great Spirit, come!"
407,408,"408. There’s a Sweet, Sweet Spirit",
408,409, God Is Here!,
409,410,410. God Is Calling through the Whisper,
410,411,411. God Is Here Today (Dios está aquí),
411,412,"412. God, Reveal Your Presence",
412,413, Come into God’s Presence," Come into God’s presence singing
“Alleluia,
alleluia,
alleluia.” Come into God’s presence singing
“Jesus is Lord,
Jesus is Lord,
Jesus is Lord.” Praise the Lord together singing
“Worthy the Lamb,
worthy the Lamb,
worthy the Lamb.” Praise the Lord together singing
“Glory to God,
glory to God,
glory to God.”"
413,414,414. Be Still and Know That I Am God,
414,415," Come, Ye Sinners, Poor and Needy"," Come, ye sinners, poor and needy,
weak and wounded, sick and sore;
Jesus ready stands to save you,
full of pity, love, and power.efrain:
I will arise and go to Jesus;
he will embrace me in his arms.
In the arms of my dear Savior,
O there are ten thousand charms. Come, ye thirsty, come, and welcome;
God’s free bounty glorify,
true belief and true repentance,
every grace that brings you nigh. [Refrain] Come, ye weary, heavy laden,
lost and ruined by the fall;
if you tarry till you’re better,
you will never come at all. [Refrain] Let not conscience make you linger,
nor of fitness fondly dream;
all the fitness he requireth
is to feel your need of him. [Refrain]"
415,416,416. O Come Unto the Lord (어서 돌아오오),
416,417," Lord Jesus, Think on Me"," Lord Jesus, think on me,
and purge away my sin.
From earthborn passions set me free,
and make me pure within. Lord Jesus, think on me,
amid the battle's strife.
In all my pain and misery
be thou my health and life. Lord Jesus, think on me,
nor let me go astray.
Through darkness and perplexity
point thou the heavenly way. Lord Jesus, think on me,
that, when this life is past,
I may the eternal brightness see,
and share thy joy at last."
417,418, Softly and Tenderly Jesus Is Calling," Softly and tenderly Jesus is calling,
calling for you and for me.
See, on the portals he’s waiting and watching,
watching for you and for me.efrain:
“Come home, come home!
You who are weary, come home.”
Earnestly, tenderly, Jesus is calling,
calling, “O sinner, come home!” Why should we tarry when Jesus is pleading,
pleading for you and for me?
Why should we linger and heed not his mercies,
mercies for you and for me? [Refrain] O for the wonderful love he has promised,
promised for you and for me!
Though we have sinned, he has mercy and pardon,
pardon for you and for me. [Refrain]"
418,419,"419. Lord, Who May Dwell within Your House (Psalm 15)",
419,420,"420. Lord, to You My Soul Is Lifted (Psalm 25)",
420,421,"421. Have Mercy, God, upon My Life (Psalm 51)",
421,422, Create in Me a Clean Heart (Psalm 51),"reate in me a clean heart, O God,
and renew a right spirit within me.
Cast me not away from your presence,
and take not your Holy Spirit from me.
Restore to me the joy of your salvation,
and uphold me with your free Spirit.
Create in me a clean heart, O God,
and renew a right spirit within me."
422,423," Create in Me a Clean Heart, O God (Psalm 51)","o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
423,424, Out of the Depths (Psalm 130)," Out of the depths I cry to you;
O Lord God, hear me calling.
Incline your ear to my distress
in spite of my rebelling.
Do not regard my sinful deeds.
Send me the grace my spirit needs;
without it I am nothing. All things you send are full of grace;
you crown our lives with favor.
All our good works are done in vain
without our Lord and Savior.
We praise you for the gift of faith;
you save us from the grip of death;
our lives are in your keeping. In you alone, O God, we hope,
and not in our own merit.
We rest our fears in your good word;
uphold our fainting spirit.
Your promised mercy is my fort,
my comfort, and my strong support;
I wait for it with patience. My soul is waiting for you, Lord,
as one who longs for morning;
no watcher waits with greater hope
than I for your returning.
I hope as Israel in the Lord,
who sends redemption through the Word.
Praise God for grace and mercy!"
424,425,"425. Son of God, Whose Heart Is Peace",
425,426," Search Me, O God (主上帝，求祢鑒察我) (Psalm 139)","NGLISH:
Search me, O God, and know my heart.
Try me, O God, and know my thoughts,
and see if there be any wicked way in me.
And lead me in the everlasting way.HINESE:
主上帝, 求祢鑒察我,
試驗我, 知我心思
看我有甚麼歹所行無,
引導我行佇你永活的路."
426,427,427. Jesus Knows the Inmost Heart,
427,428,428. Before I Take the Body of My Lord,
428,429,429. As a Chalice Cast of Gold,
429,430," Remember Not, O God (Psalm 79)"," Remember not, O God,
the sins of long ago;
in tender mercy visit us,
distressed and humbled low. O Lord, our Savior, help,
and glorify your name;
deliver us from all our sins
and take away our shame. Then, safe within your fold,
we will exalt your name;
our thankful hearts with songs of joy
your goodness will proclaim."
430,431,"431. Forgive Us, Lord (Perdón, Señor)",
431,432," How Clear Is Our Vocation, Lord","o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
432,433,433. Sign Us with Ashes,
433,434," Restore in Us, O God","o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
434,435, There’s a Wideness in God’s Mercy," There's a wideness in God's mercy,
like the wideness of the sea.
There's a kindness in God's justice,
which is more than liberty.
There is no place where earth's sorrows
are more felt than up in heaven.
There is no place where earth's failings
have such kindly judgment given. For the love of God is broader
than the measures of the mind.
And the heart of the Eternal
is most wonderfully kind.
If our love were but more faithful,
we would gladly trust God's Word,
and our lives reflect thanksgiving
for the goodness of our Lord."
435,436," God of Compassion, in Mercy Befriend Us"," God of compassion, in mercy befriend us,
giver of grace for our needs all-availing.
Wisdom and strength for each day ever send us,
patience untiring and courage unfailing. Though we are lost, you have sought us and found us,
stilled our rude hearts with your word of consoling.
Wrap now your peace, like a mantle, around us,
guarding our thoughts and our passions controlling. How shall we stray, with your hand to direct us,
you who the stars in their courses are guiding?
What shall we fear, with your power to protect us,
we who walk forth in your greatness confiding?"
436,437,"437. You Are the Lord, Giver of Mercy!",
437,438," Rock of Ages, Cleft for Me"," Rock of Ages, cleft for me,
let me hide myself in thee.
Let the water and the blood
from thy wounded side which flowed
be of sin the double cure,
cleanse from guilt and make me pure. Not the labors of my hands
can fulfill thy law’s demands.
Could my zeal no respite know,
could my tears forever flow,
all for sin could not atone.
Thou must save, and thou alone. Nothing in my hand I bring;
simply to thy cross I cling;
naked, come to thee for dress,
helpless, look to thee for grace;
foul, I to the fountain fly;
wash me, Savior, or I die. While I draw this fleeting breath,
when my eyelids close in death,
when I soar to worlds unknown,
see thee on thy judgment throne,
Rock of Ages, cleft for me,
let me hide myself in thee."
438,439," O My Soul, Bless Your Redeemer (Psalm 103)"," O my soul, bless your Redeemer;
all within me bless God's name;
bless the Savior, and forget not
all God's mercies to proclaim. God forgives all your transgressions,
all diseases gently heals;
God redeems you from destruction,
and with you so kindly deals. Far as east from west is distant,
God has put away our sin;
like the pity of a father
has the Lord's compassion been. As it was without beginning,
so it lasts without an end;
to their children's children ever
shall God's righteousness extend: Unto such as keep God's cov’nant
and are steadfast in God's way;
unto those who still remember
the commandments and obey. Bless your Maker, all you creatures,
ever under God's control,
all throughout God's vast dominion;
bless the Lord of all, my soul!"
439,440," Jesus, Lover of My Soul"," Jesus, lover of my soul,
let me to thy bosom fly,
while the nearer waters roll,
while the tempest still is high.
Hide me, O my Savior, hide,
till the storm of life is past.
Safe into the haven guide.
O receive my soul at last! Other refuge have I none;
hangs my helpless soul on thee.
Leave, ah! leave me not alone;
still support and comfort me.
All my trust on thee is stayed;
all my help from thee I bring.
Cover my defenseless head
with the shadow of thy wing. Thou, O Christ, art all I want;
more than all in thee I find.
Raise the fallen, cheer the faint,
heal the sick, and lead the blind.
Just and holy is thy name;
I am all unrighteousness.
False and full of sin I am;
thou art full of truth and grace. Plenteous grace with thee is found,
grace to cover all my sin.
Let the healing streams abound;
make and keep me pure within.
Thou of life the fountain art;
freely let me take of thee.
Spring thou up within my heart.
Rise to all eternity."
440,441,441. Hear the Good News of Salvation (Wotanin waste nahon po),
441,442," Just as I Am, without One Plea","NGLISH:
1 Just as I am, without one plea
but that thy blood was shed for me,
and that thou biddest me come to thee,
O Lamb of God, I come; I come! Just as I am, though tossed about
with many‿a conflict, many‿a doubt,
fightings and fears within, without,
O Lamb of God, I come; I come! Just as I am, thou wilt receive,
wilt welcome, pardon, cleanse, relieve;
because thy promise I believe,
O Lamb of God, I come; I come! Just as I am, thy love unknown
has broken every barrier down;
now to be thine, yea, thine alone,
O Lamb of God, I come; I come!PANISH:
1 Tal como soy de pecador,
sin más confianza que tu amor;
a tu llamada vengo ati,
¡Cordero de Dios, heme aquí!"
442,443,443. There Is a Redeemer,
443,444,444. Forgive Our Sins as We Forgive,
444,445,"445. God, How Can We Forgive",
445,446," How Blest, Those Whose Transgressions (Psalm 32)"," How blest, those whose transgressions
have freely been forgiven;
whose guilt is wholly covered
before the sight of heaven.
Blest, those to whom our Lord God
will not impute their sin:
whose guilt has been forgiven;
whose hearts, made true again. While I kept guilty silence,
my strength was spent with grief.
Your hand was heavy on me;
my life found no relief.
But when I made confession
and hid no sin from you,
when I revealed my failings,
you gave me life anew. So let the godly seek you,
when troubling times are near;
no storm or flood shall reach them,
nor cause their hearts to fear.
In you, O Lord, I hide me;
you save me from all ill.
And songs of your salvation
my heart with rapture fill."
446,447, We Are Forgiven,"e are forgiven. We are forgiven.
Thanks be to God. Thanks be to God.
We are forgiven. We are forgiven.
Thanks be to God. Thanks be to God."
447,448, Peace of God Be with You (As-salaamu lakum),"NGLISH:
Peace of God be with you.
Peace of God be with you.
Salaam, salaam.
Peace of God be with you.RABIC:
Assalaamu lakum.
Assalaamu lakum.
Salaam, salaam.
Assalaamu lakum.لسـلامُ لكم
السـلامُ لكم
سـلام ، سـلام
السـلامُ لكم"
448,449,"449. Show Us, O Lord, Your Steadfast Love (Psalm 85)",
449,450, Be Thou My Vision," Be thou my vision, O Lord of my heart;
naught be all else to me, save that thou art;
thou my best thought, by day or by night,
waking or sleeping, thy presence my light. Be thou my wisdom, and thou my true Word;
I ever with thee and thou with me, Lord;
thou my soul’s shelter, and thou my high tower;
raise thou me heavenward, O Power of my power. Riches I heed not, nor vain, empty praise;
thou, mine inheritance, now and always;
thou and thou only, first in my heart,
High King of Heaven, my treasure thou art. High King of Heaven, my victory won,
may I reach heaven’s joys, O bright heaven’s Sun!
Heart of my own heart, whatever befall,
still be my vision, O Ruler of all."
450,451," Open My Eyes, That I May See"," Open my eyes, that I may see
glimpses of truth thou hast for me.
Place in my hands the wonderful key
that shall unclasp and set me free.
Silently now I wait for thee,
ready, my God, thy will to see.
Open my eyes; illumine me,
Spirit divine! Open my ears, that I may hear
voices of truth thou sendest clear.
And while the wave notes fall on my ear,
everything false will disappear.
Silently now I wait for thee,
ready, my God, thy will to see.
Open my ears; illumine me,
Spirit divine! Open my mouth, and let me bear
gladly the warm truth everywhere.
Open my heart, and let me prepare
love with thy children thus to share.
Silently now I wait for thee,
ready, my God, thy will to see.
Open my heart; illumine me,
Spirit divine!"
451,452,452. Open the Eyes of My Heart,
452,453,"453. Open Your Ears, O Faithful People",
453,454,454. Take the Saving Word of God (Dawk'yah towgyah thawy báht-awm),
454,455, Listen to the Word That God Has Spoken,"isten to the word that God has spoken;
listen to the One who is close at hand;
listen to the voice that began creation;
listen even if you don’t understand."
455,456,"456. Listen, God Is Calling (Neno lake Mungu)",
456,457,457. How Happy Are the Saints of God (Psalm 1),
457,458,458. Thy Word Is a Lamp unto My Feet,
458,459, O Word of God Incarnate," O Word of God incarnate,
O Wisdom from on high,
O Truth unchanged, unchanging,
O Light of our dark sky:
we praise you for the radiance
that from the hallowed page,
a lantern to our footsteps,
shines on from age to age. The church from you, dear Savior,
received this gift divine;
and still that light is lifted
on all the earth to shine.
It is the chart and compass
that, all life’s voyage through,
amid the rocks and quicksands
still guides, O Christ, to you. O make your church, dear Savior,
a lamp of purest gold
to bear before the nations
your true light, as of old;
O teach your wandering pilgrims
by this our path to trace,
till, clouds and storms thus ended,
we see you face to face."
459,460, Break Thou the Bread of Life," Break thou the bread of life,
dear Lord, to me,
as thou didst break the loaves
beside the sea.
Beyond the sacred page
I seek thee, Lord.
My spirit pants for thee,
O living Word! Bless thou the truth, dear Lord,
now unto me,
as thou didst bless the bread
by Galilee.
Then shall all bondage cease,
all fetters fall.
And I shall find my peace,
my all in all."
460,461,461. As Dew Falls Gently at Dawn,
461,462, I Love to Tell the Story," I love to tell the story
of unseen things above,
of Jesus and his glory,
of Jesus and his love.
I love to tell the story,
because I know 'tis true;
it satisfies my longings
as nothing else could do.efrain:
I love to tell the story;
'twill be my theme in glory
to tell the old, old story
of Jesus and his love. I love to tell the story;
'tis pleasant to repeat
what seems, each time I tell it,
more wonderfully sweet!
I love to tell the story,
for some have never heard
the message of salvation
from God’s own holy Word. [Refrain] I love to tell the story,
for those who know it best
seem hungering and thirsting
to hear it, like the rest.
And when, in scenes of glory,
I sing the new, new song,
'twill be the old, old story
that I have loved so long. [Refrain]"
462,463, How Firm a Foundation," How firm a foundation, ye saints of the Lord,
is laid for your faith in God's excellent Word!
What more can be said than to you God hath said,
to you who for refuge to Jesus have fled? ""Fear not, I am with thee, O be not dismayed,
for I am thy God, and will still give thee aid;
I'll strengthen thee, help thee, and cause thee to stand,
upheld by my righteous, omnipotent hand. ""When through the deep waters I call thee to go,
the rivers of sorrow shall not overflow;
for I will be near thee, thy troubles to bless,
and sanctify to thee thy deepest distress. ""When through fiery trials thy pathway shall lie,
my grace, all sufficient, shall be thy supply;
the flame shall not hurt thee; I only design
thy dross to consume, and thy gold to refine. ""The soul that on Jesus hath leaned for repose,
I will not, I will not desert to its foes;
that soul, though all hell should endeavor to shake,
I'll never, no, never, no, never forsake."""
463,464," Our Father, Which Art in Heaven"," Our Father, which art in heaven:
hallowed-a be thy name.
Thy kingdom come; thy will be done:
hallowed-a be thy name. On earth as it is in heaven:
hallowed-a be thy name.
Give us this day our daily bread:
hallowed-a be thy name. And forgive us all our debts:
hallowed-a be thy name.
As we forgive our debtors:
hallowed-a be thy name. And lead us not into temptation:
hallowed-a be thy name.
But deliver us from evil:
hallowed-a be thy name. For thine is the kingdom, the power, and the glory:
hallowed-a be thy name.
Forever and ever, amen:
hallowed-a be thy name."
464,465, What a Friend We Have in Jesus (죄짐맡은 우리구주)," What a friend we have in Jesus,
all our sins and griefs to bear!
What a privilege to carry
everything to God in prayer!
O what peace we often forfeit;
O what needless pain we bear,
all because we do not carry
everything to God in prayer! Have we trials and temptations?
Is there trouble anywhere?
We should never be discouraged;
take it to the Lord in prayer!
Can we find a friend so faithful
who will all our sorrows share?
Jesus knows our every weakness;
take it to the Lord in prayer! Are we weak and heavy laden,
cumbered with a load of care?
Precious Savior, still our refuge;
take it to the Lord in prayer!
Do thy friends despise, forsake thee?
Take it to the Lord in prayer!
In his arms he’ll take and shield thee;
thou wilt find a solace there."
465,466,466. Come and Fill Our Hearts (Confitemini Domino),
466,467,467. Give Us Light (Jyothi dho Prabhu),
467,468,"468. In My Life (Lord, Be Glorified)",
468,469," Lord, Listen to Your Children Praying","o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
469,470,470. There Is a Longing in Our Hearts,
470,471,"471. O Lord, Hear My Prayer (The Lord Is My Song)",
471,472, Kum ba Yah," Kum ba yah, my Lord, kum ba yah!
Kum ba yah, my Lord, kum ba yah!
Kum ba yah, my Lord, kum ba yah!
O Lord, kum ba yah! Someone’s crying, Lord, kum ba yah!
Someone’s crying, Lord, kum ba yah!
Someone’s crying, Lord, kum ba yah!
O Lord, kum ba yah! Someone’s singing, Lord, kum ba yah!
Someone’s singing, Lord, kum ba yah!
Someone’s singing, Lord, kum ba yah!
O Lord, kum ba yah! Someone’s praying, Lord, kum ba yah!
Someone’s praying, Lord, kum ba yah!
Someone’s praying, Lord, kum ba yah!
O Lord, kum ba yah!"
472,473,"473. Shepherd Me, O God (Psalm 23)",
473,474,474. As a Child Rests (Psalm 131),
474,475," Come, Thou Fount of Every Blessing"," Come, thou Fount of every blessing;
tune my heart to sing thy grace;
streams of mercy, never ceasing,
call for songs of loudest praise.
Teach me some melodious sonnet,
sung by flaming tongues above;
praise the mount! I’m fixed upon it,
mount of God’s unchanging love! Here I raise my Ebenezer;
hither by thy help I’m come;
and I hope, by thy good pleasure,
safely to arrive at home.
Jesus sought me when a stranger,
wandering from the fold of God;
he, to rescue me from danger,
interposed his precious blood. O to grace how great a debtor
daily I’m constrained to be!
Let that grace now, like a fetter,
bind my wandering heart to thee.
Prone to wander, Lord, I feel it,
prone to leave the God I love;
here’s my heart; O take and seal it;
seal it for thy courts above."
475,476,476. Crashing Waters at Creation,
476,477," Thy Mercy and Thy Truth, O Lord (Psalm 36)"," Thy mercy and thy truth, O Lord,
transcend the lofty sky;
thy judgments are a mighty deep,
and as the mountains high. Lord, all thy creatures thou wilt save.
Since thou art ever kind,
beneath the shadow of thy wings
we may a refuge find. With the abundance of thy house
we shall be satisfied;
from rivers of unfailing joy
our thirst shall be supplied. The fountain of eternal life
is found alone with thee.
And in the brightness of thy light
we clearly light shall see. From those that know thee, may thy love
and mercy ne'er depart,
and may thy justice still protect
and bless the upright heart."
477,478,"478. Save Me, O God; I Sink in Floods (Psalm 69)",
478,479,"479. Ho, All Who Thirst (Come Now to the Water)",
479,480, Take Me to the Water," Take me to the water.
Take me to the water.
Take me to the water
to be baptized. I love Jesus.
I love Jesus.
I love Jesus,
yes, I do. He’s my Savior.
He’s my Savior.
He’s my Savior,
yes, he is. Glory hallelujah.
Glory hallelujah.
Glory hallelujah
to be baptized."
480,481,481. I Believe in God the Father,
481,482, Baptized in Water,
482,483," Dearest Jesus, We Are Here"," Dearest Jesus, we are here,
gladly your command obeying.
With this child we now draw near
in response to your own saying
that to you it shall be given
as a child and heir of heaven. Your command is clear and plain,
and we would obey it duly:
""You must all be born again,
heart and life renewing truly,
born of water and the Spirit,
and my kingdom thus inherit."" This is why we come to you,
in our arms this infant bearing.
Truly, here your grace we view.
Let this child, your mercy sharing,
in your arms be shielded ever,
yours on earth and yours forever. Gracious Head, your member own;
Shepherd, take your lamb and feed it;
Prince of Peace, make here your throne;
Way of life, to heaven lead it;
precious Vine, let nothing sever
from your side this branch forever."
483,484," Out of Deep, Unordered Water",
484,485,485. We Know That Christ Is Raised,
485,486,"486. Child of Blessing, Child of Promise",
486,487,487. These Treasured Children,
487,488,488. I Was There to Hear Your Borning Cry,
488,489,"489. Wonder of Wonders, Here Revealed",
489,490,"490. Wash, O God, Your Sons and Daughters",
490,491,491. You Have Put On Christ,
491,492,492. You Belong to Christ,
492,493,493. Now There Is No Male or Female,
493,494," Jesus, Thou Joy of Loving Hearts"," Jesus, thou joy of loving hearts,
thou fount of life, thou light of all,
from the best bliss that earth imparts
we turn, unfilled, to heed thy call. Thy truth unchanged hath ever stood;
thou savest those that on thee call;
to them that seek thee thou art good,
to them that find thee, all in all. We taste thee, O thou living bread,
and long to feast upon thee still;
we drink of thee, the fountainhead,
and thirst our souls from thee to fill. Our restless spirits yearn for thee,
where'er our changeful lot is cast,
glad when thy gracious smile we see,
blest when our faith can hold thee fast. O Jesus, ever with us stay;
make all our moments calm and bright.
O chase the night of sin away;
shed o'er the world thy holy light."
494,495," Thee We Adore, O Hidden Savior, Thee"," Thee we adore, O hidden Savior, thee,
who at this blessed feast art pleased to be;
both flesh and spirit in thy presence fail,
yet here thy presence we devoutly hail. O blest memorial of our dying Lord,
who living bread to all doth here afford!
O may our souls forever feed on thee,
and thou, O Christ, forever precious be! Fountain of goodness, Jesus, Lord and God,
cleanse us, unclean, with thy most cleansing blood;
increase our faith and love, that we may know
the hope and peace which from thy presence flow. O Christ, whom now beneath a veil we see,
may what we thirst for soon our portion be,
to gaze on thee unveiled, and see thy face,
the vision of thy glory and thy grace."
495,496," Bread of Heaven, on Thee We Feed"," Bread of heaven, on thee we feed,
for thou art our food indeed.
Ever may our souls be fed
with this true and living Bread,
day by day with strength supplied
through the life of Christ who died. Vine of heaven, thy love supplies
this blest cup of sacrifice.
'Tis thy wounds our healing give;
to thy cross we look and live.
Thou our life! O let us be
rooted, grafted, built on thee."
496,497,497. Bread of Life from Heaven,
497,498,"498. Loaves Were Broken, Words Were Spoken",
498,499, Bread of the World in Mercy Broken,"read of the world in mercy broken,
Wine of the soul in mercy shed,
by whom the words of life were spoken,
and in whose death our sins are dead:
look on the heart by sorrow broken;
look on the tears by sinners shed;
so may your feast become the token
that by your grace our souls are fed."
499,500, Be Known to Us in Breaking Bread," Be known to us in breaking bread,
but do not then depart;
Savior, abide with us, and spread
your table in our heart. Here share with us, in love divine,
your body and your blood,
that living bread, that heavenly wine
be our immortal food."
500,501,"501. Feed Us, Lord",
501,502,502. We Who Once Were Dead,
502,503,"503. Lord, We Have Come at Your Own Invitation",
